invoice_id,source_format,target_country,seller_id,buyer_id,issue_date,currency,subtotal,tax_rate,tax_amount,total_amount,line_items_json,seller_vat,buyer_vat,payment_reference,delivery_date
INV_0001771,F_PINT_MY,DE,SELL_0053,BUY_0520,2026-03-22,EUR,1366.02,0.21,286.86,1652.88,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1366.02, ""qty"": 1}}}]}",FR855420240,NL792156071,REF-8645,2026-05-16
INV_0001772,F_PINT_SG,DE,SELL_0010,BUY_0124,2026-05-01,EUR,477.5,0.2,95.5,573.0,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 477.5}]",BE208449460,BE438817025,REF-6532,2026-05-16
INV_0001773,F_NLCIUS,SG,SELL_0024,BUY_0484,2026-04-12,SGD,4620.86,0.21,970.38,5591.24,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4620.86}]",NL936043811,3838ABCDB,REF-1056,2026-05-16
INV_0001774,F_XREC_UBL,FR,SELL_0233,BUY_0480,2026-04-18,EUR,648.56,0.2,129.71,778.27,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 648.56, ""qty"": 1}}}]}",FR621475287,NL858049231,REF-1450,2026-05-16
INV_0001775,F_ZUGFERD,MY,SELL_0482,BUY_0159,2026-04-29,MYR,735.91,0.07,51.51,787.42,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 735.91, ""qty"": 1}}}]}",BE225572934,FR743576792,REF-8882,2026-05-16
INV_0001776,F_NLCIUS,BE,SELL_0497,BUY_0347,2026-03-20,EUR,4203.76,0.05,210.19,4413.95,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4203.76, ""qty"": 1}}}]}",DE740871060,BE549661921,REF-7868,2026-05-16
INV_0001777,F_PINT_SG,BE,SELL_0187,BUY_0294,2026-03-26,EUR,173.13,0.21,36.36,209.49,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 173.13, ""qty"": 1}}}]}",BE687368866,DE632794158,REF-6765,2026-05-16
INV_0001778,F_FACTURX,MY,SELL_0016,BUY_0174,2026-03-25,MYR,3291.53,0.19,625.39,3916.92,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3291.53, ""qty"": 1}}}]}",INVALID-944,BE160257560,REF-3211,2026-05-16
INV_0001779,F_PINT_SG,BE,SELL_0039,BUY_0394,2026-03-22,EUR,3840.75,0.21,806.56,4647.31,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3840.75, ""qty"": 1}}}]}",BE746891673,BE818214809,REF-8469,2026-05-16
INV_0001780,F_XREC_UBL,SG,SELL_0021,BUY_0399,2026-04-18,SGD,4024.15,0.19,764.59,4788.74,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4024.15, ""qty"": 1}}}]}",BE269820594,BE735297732,REF-2939,2026-05-16
INV_0001781,F_PINT_MY,NL,SELL_0330,BUY_0057,2026-03-24,EUR,665.66,0.2,133.13,798.79,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 665.66, ""qty"": 1}}}]}",DE271092615,NL890059107,REF-3378,2026-05-16
INV_0001782,F_PINT_MY,BE,SELL_0010,BUY_0223,2026-03-19,EUR,1068.36,0.05,53.42,1121.78,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1068.36, ""qty"": 1}}}]}",BE208449460,C98145654,REF-3564,2026-05-16
INV_0001783,F_PINT_MY,NL,SELL_0552,BUY_0228,,EUR,2931.65,0.19,557.01,3488.66,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2931.65, ""qty"": 1}}}]}",NL355730504,C19339597,REF-2080,2026-05-16
INV_0001784,F_PEPPOL,BE,SELL_0077,BUY_0016,2026-05-06,EUR,1650.32,0.07,115.52,1765.84,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1650.32, ""qty"": 1}}}]}",DE417457352,DE560027313,REF-2653,2026-05-16
INV_0001785,F_ZUGFERD,BE,SELL_0488,BUY_0374,2026-04-01,EUR,3841.89,0.21,806.8,4648.69,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3841.89, ""qty"": 1}}}]}",9006ABCDB,BE486066116,REF-5764,2026-05-16
INV_0001786,F_PEPPOL,NL,SELL_0338,BUY_0239,2026-04-25,EUR,2794.76,0.05,139.74,2934.5,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2794.76, ""qty"": 1}}}]}",DE464090064,NL432707698,REF-1279,2026-05-16
INV_0001787,F_NLCIUS,DE,SELL_0431,BUY_0266,2026-04-13,EUR,3866.67,0.07,270.67,4137.34,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3866.67}]",FR792463878,NL992649957,REF-7954,2026-05-16
INV_0001788,F_XREC_UBL,BE,SELL_0484,BUY_0253,2026-05-07,EUR,2803.87,0.19,532.74,3336.61,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2803.87, ""qty"": 1}}}]}",NL677006598,NL583745511,REF-9945,2026-05-16
INV_0001789,F_PINT_SG,FR,SELL_0338,BUY_0101,2026-03-28,EUR,756.53,0.21,158.87,915.4,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 756.53, ""qty"": 1}}}]}",DE464090064,FR379340713,REF-9155,2026-05-16
INV_0001790,F_NLCIUS,DE,SELL_0266,BUY_0159,2026-05-05,EUR,4285.0,0.05,214.25,4499.25,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4285.0}]",DE504135528,FR743576792,REF-4720,2026-05-16
INV_0001791,F_PINT_MY,BE,SELL_0303,BUY_0300,2026-04-18,EUR,3816.05,0.19,725.05,4541.1,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3816.05, ""qty"": 1}}}]}",FR499446327,BE567219082,REF-8578,2026-05-16
INV_0001792,F_PEPPOL,BE,SELL_0067,BUY_0453,2026-03-24,EUR,233.85,0.07,16.37,250.22,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 233.85, ""qty"": 1}}}]}",NL594246837,BE209248530,REF-9192,2026-05-16
INV_0001793,F_NLCIUS,DE,SELL_0270,BUY_0493,,EUR,-2704.64,0.07,-189.32,-2893.96,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2704.64}]",DE712483158,NL134607126,REF-2002,2026-05-16
INV_0001794,F_PINT_SG,NL,SELL_0191,BUY_0453,2026-03-31,EUR,4124.56,0.19,783.67,4908.23,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4124.56, ""qty"": 1}}}]}",7511ABCDC,NL418371805,REF-8520,2026-05-16
INV_0001795,F_ZUGFERD,FR,SELL_0166,BUY_0577,2026-04-02,EUR,946.52,0.19,179.84,1126.36,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 946.52, ""qty"": 1}}}]}",FR971243675,BE335171142,REF-9652,2026-05-16
INV_0001796,F_PEPPOL,NL,SELL_0191,BUY_0569,2026-04-17,EUR,2629.35,0.19,499.58,3128.93,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2629.35}]",7511ABCDC,BE716203465,REF-7825,2026-05-16
INV_0001797,F_NLCIUS,NL,SELL_0457,BUY_0387,2026-05-11,EUR,3447.64,0.07,241.33,3688.97,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3447.64, ""qty"": 1}}}]}",FR412940071,7887ABCDC,REF-4383,2026-05-16
INV_0001798,F_XREC_CII,NL,SELL_0488,BUY_0428,2026-05-02,EUR,3488.98,0.19,662.91,4151.89,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3488.98}]",9006ABCDB,NL989124880,REF-9667,2026-05-16
INV_0001799,F_PINT_MY,MY,SELL_0054,BUY_0417,2026-04-12,MYR,4490.01,0.05,224.5,4714.51,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4490.01, ""qty"": 1}}}]}",5905ABCDA,9005ABCDD,REF-9574,2026-05-16
INV_0001800,F_FACTURX,MY,SELL_0181,BUY_0059,2026-04-29,MYR,3500.22,0.19,665.04,4165.26,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3500.22, ""qty"": 1}}}]}",DE513061224,BE841976666,REF-1098,2026-05-16
INV_0001801,F_PINT_SG,BE,SELL_0486,BUY_0205,2026-04-07,EUR,2148.79,0.05,107.44,2256.23,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2148.79, ""qty"": 1}}}]}",BE110290140,BE720311933,REF-8362,2026-05-16
INV_0001802,F_ZUGFERD,DE,SELL_0322,BUY_0197,2026-04-17,EUR,3440.88,0.19,653.77,4094.65,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3440.88}]",C95763946,9850ABCDD,REF-1946,2026-05-16
INV_0001803,F_XREC_UBL,MY,SELL_0512,BUY_0348,,MYR,1347.99,0.2,269.6,1617.59,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1347.99}]",INVALID-588,FR756569565,REF-1452,2026-05-16
INV_0001804,F_PEPPOL,NL,SELL_0134,BUY_0467,2026-03-31,EUR,3670.35,0.07,297.38,3927.27,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3670.35}]",INVALID-208,,REF-3884,2026-05-16
INV_0001805,F_XREC_UBL,FR,SELL_0502,BUY_0437,2026-04-18,JPY,691.39,0.2,138.28,829.67,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 691.39, ""qty"": 1}}}]}",INVALID-656,DE894295332,REF-3693,2026-05-16
INV_0001806,F_FACTURX,DE,SELL_0296,BUY_0275,2026-05-13,EUR,4202.03,0.2,840.41,5042.44,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4202.03}]",FR982982227,BE525689202,REF-7140,2026-05-16
INV_0001807,F_XREC_CII,FR,SELL_0213,BUY_0599,2026-05-14,EUR,4296.74,0.07,300.77,4597.51,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4296.74, ""qty"": 1}}}]}",BE445864933,C74355957,REF-3952,2026-05-16
INV_0001808,F_PINT_MY,MY,SELL_0098,BUY_0273,2026-04-14,MYR,1003.49,0.2,229.28,1204.19,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1003.49, ""qty"": 1}}}]}",FR567975319,,REF-2268,2026-05-16
INV_0001809,F_PINT_SG,BE,SELL_0083,BUY_0410,2026-04-02,EUR,2283.68,0.05,114.18,2397.86,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2283.68, ""qty"": 1}}}]}",BE308325394,FR846923032,REF-1176,2026-05-16
INV_0001810,F_XREC_CII,DE,SELL_0204,BUY_0214,2026-04-29,EUR,1005.27,0.2,201.05,1206.32,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1005.27, ""qty"": 1}}}]}",C84384510,C61124122,REF-5581,2026-05-16
INV_0001811,F_ZUGFERD,NL,SELL_0452,BUY_0164,2026-04-30,EUR,2859.69,0.2,571.94,3431.63,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2859.69, ""qty"": 1}}}]}",FR940381893,FR302563940,REF-1087,2026-05-16
INV_0001812,F_PINT_SG,MY,SELL_0408,BUY_0333,2026-04-06,JPY,1374.54,0.07,96.22,1470.76,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1374.54}]",INVALID-330,5681ABCDA,REF-6325,2026-05-16
INV_0001813,F_XREC_CII,NL,SELL_0162,BUY_0506,2026-03-19,EUR,982.89,0.05,49.14,1032.03,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 982.89}]",DE999232921,NL621127607,REF-2931,2026-05-16
INV_0001814,F_ZUGFERD,NL,SELL_0049,BUY_0306,2026-05-12,EUR,4877.21,0.21,1024.21,5901.42,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4877.21}]",DE524971817,5678ABCDD,REF-3055,2026-05-16
INV_0001815,F_NLCIUS,SG,SELL_0464,BUY_0405,2026-03-21,SGD,3264.82,0.07,228.54,3493.36,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3264.82}]",9796ABCDA,BE498441427,REF-3723,2026-05-16
INV_0001816,F_PINT_SG,DE,SELL_0211,BUY_0501,2026-05-14,EUR,1397.4,0.21,293.45,1690.85,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1397.4}]",C96347724,7786ABCDD,REF-8416,2026-05-16
INV_0001817,F_PEPPOL,MY,SELL_0309,BUY_0003,2026-05-05,MYR,4969.21,0.2,993.84,5963.05,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4969.21, ""qty"": 1}}}]}",C66196405,C76459478,REF-1730,2026-05-16
INV_0001818,F_XREC_CII,SG,SELL_0579,BUY_0176,2026-03-27,SGD,3015.61,0.07,211.09,3226.7,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3015.61}]",C88381665,NL754436820,REF-2273,2026-05-16
INV_0001819,F_PEPPOL,DE,SELL_0034,BUY_0287,,EUR,1369.34,0.21,287.56,1656.9,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1369.34}]",C73481353,BE886989426,REF-4689,2026-05-16
INV_0001820,F_FACTURX,NL,SELL_0212,BUY_0178,,EUR,132.15,0.07,9.25,141.4,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 132.15}]",FR215923129,FR110090412,REF-2101,2026-05-16
INV_0001821,F_PINT_SG,DE,SELL_0117,BUY_0232,2026-03-26,JPY,4947.62,0.19,940.05,5887.67,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4947.62}]",NL711871397,BE392168202,REF-1547,2026-05-16
INV_0001822,F_FACTURX,MY,SELL_0214,BUY_0199,2026-03-20,MYR,3799.76,0.07,265.98,4065.74,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3799.76, ""qty"": 1}}}]}",DE728530544,BE333291547,REF-3657,2026-05-16
INV_0001823,F_PEPPOL,NL,SELL_0168,BUY_0437,2026-04-23,EUR,748.09,0.21,157.1,905.19,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 748.09}]",DE572775194,DE894295332,REF-9820,2026-05-16
INV_0001824,F_XREC_CII,NL,SELL_0130,BUY_0276,2026-03-20,EUR,3788.03,0.05,189.4,3977.43,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3788.03, ""qty"": 1}}}]}",C74251933,BE130266145,REF-1942,2026-05-16
INV_0001825,F_XREC_CII,DE,SELL_0403,BUY_0321,2026-05-12,EUR,4547.6,0.21,955.0,5502.6,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4547.6, ""qty"": 1}}}]}",INVALID-177,C38294221,REF-2931,2026-05-16
INV_0001826,F_PEPPOL,FR,SELL_0317,BUY_0381,2026-04-21,EUR,1461.49,0.05,73.07,1534.56,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1461.49, ""qty"": 1}}}]}",NL861639583,NL658712474,REF-3986,2026-05-16
INV_0001827,F_PINT_SG,DE,SELL_0096,BUY_0580,2026-04-06,EUR,1095.43,0.2,219.09,1314.52,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1095.43, ""qty"": 1}}}]}",C10791358,C17503932,REF-2602,2026-05-16
INV_0001828,F_NLCIUS,NL,SELL_0458,BUY_0078,2026-04-22,EUR,3544.65,0.05,177.23,3721.88,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3544.65}]",DE976704309,FR100435874,REF-4803,2026-05-16
INV_0001829,F_ZUGFERD,NL,SELL_0281,BUY_0485,2026-04-29,EUR,1660.66,0.21,348.74,2009.4,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1660.66, ""qty"": 1}}}]}",DE230833665,DE765086407,REF-7276,2026-05-16
INV_0001830,F_PEPPOL,BE,SELL_0124,BUY_0460,2026-05-15,EUR,4062.39,0.07,284.37,4346.76,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4062.39, ""qty"": 1}}}]}",DE347538338,5773ABCDA,REF-3594,2026-05-16
INV_0001831,F_XREC_UBL,MY,SELL_0323,BUY_0141,2026-05-11,MYR,399.31,0.07,27.95,427.26,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 399.31, ""qty"": 1}}}]}",C50546385,C46303495,REF-6797,2026-05-16
INV_0001832,F_XREC_CII,DE,SELL_0011,BUY_0326,2026-05-09,EUR,561.03,0.07,39.27,600.3,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 561.03}]",DE481469012,NL652955706,REF-2721,2026-05-16
INV_0001833,F_NLCIUS,SG,SELL_0530,BUY_0453,2026-04-07,SGD,3224.79,0.19,612.71,3837.5,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3224.79}]",C21220209,8948ABCDD,REF-3078,2026-05-16
INV_0001834,F_FACTURX,SG,SELL_0135,BUY_0158,2026-03-31,SGD,4856.66,0.21,1019.9,5876.56,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4856.66}]",DE560452529,FR607042130,REF-5167,2026-05-16
INV_0001835,F_NLCIUS,SG,SELL_0553,BUY_0113,2026-04-14,SGD,1582.3,0.21,332.28,1914.58,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1582.3}]",NL199886596,3954ABCDA,REF-1679,2026-05-16
INV_0001836,F_XREC_CII,SG,SELL_0589,BUY_0204,2026-04-08,SGD,4812.05,0.07,336.84,5148.89,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4812.05}]",FR461379699,NL973008988,REF-8045,2026-05-16
INV_0001837,F_PINT_MY,DE,SELL_0059,BUY_0170,,JPY,1767.44,0.21,371.16,2138.6,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1767.44}]",1158ABCDA,FR452794611,REF-5504,2026-05-16
INV_0001838,F_XREC_CII,DE,SELL_0540,BUY_0544,2026-03-27,EUR,1041.32,0.21,218.68,1260.0,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1041.32, ""qty"": 1}}}]}",DE930355646,DE183630600,REF-6253,2026-05-16
INV_0001839,F_ZUGFERD,SG,SELL_0139,BUY_0415,2026-04-15,SGD,3724.31,0.19,707.62,4431.93,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3724.31}]",DE854827139,3816ABCDA,REF-3053,2026-05-16
INV_0001840,F_PINT_SG,NL,SELL_0313,BUY_0222,2026-05-10,EUR,4325.09,0.19,821.77,5146.86,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4325.09}]",INVALID-287,BE744685429,REF-7419,2026-05-16
INV_0001841,F_XREC_CII,DE,SELL_0109,BUY_0547,2026-03-28,EUR,3673.75,0.2,734.75,4408.5,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3673.75}]",DE296871673,DE478675189,REF-5913,2026-05-16
INV_0001842,F_XREC_CII,MY,SELL_0194,BUY_0258,,MYR,3265.98,0.05,196.09,3429.28,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3265.98, ""qty"": 1}}}]}",C34196785,FR877103091,REF-3662,2026-05-16
INV_0001843,F_PEPPOL,NL,SELL_0014,BUY_0428,2026-05-07,EUR,2032.65,0.2,406.53,2439.18,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2032.65, ""qty"": 1}}}]}",DE171069472,NL989124880,REF-7715,2026-05-16
INV_0001844,F_XREC_CII,DE,SELL_0054,BUY_0595,2026-05-11,EUR,1870.4,0.07,130.93,2001.33,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1870.4}]",5905ABCDA,DE280267742,REF-8818,2026-05-16
INV_0001845,F_XREC_UBL,SG,SELL_0020,BUY_0238,2026-04-09,JPY,3111.16,0.05,155.56,3266.72,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3111.16}]",BE222998994,6802ABCDA,REF-4598,2026-05-16
INV_0001846,F_XREC_UBL,MY,SELL_0138,BUY_0165,2026-04-08,MYR,4198.13,0.05,209.91,4408.04,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4198.13, ""qty"": 1}}}]}",FR737599912,C49980592,REF-4640,2026-05-16
INV_0001847,F_NLCIUS,BE,SELL_0430,BUY_0022,2026-04-14,EUR,4665.64,0.07,326.59,4992.23,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4665.64, ""qty"": 1}}}]}",FR160252954,C93926371,REF-1610,2026-05-16
INV_0001848,F_ZUGFERD,DE,SELL_0114,BUY_0429,2026-03-21,EUR,4218.66,0.2,843.73,5062.39,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4218.66}]",8532ABCDB,DE992229472,REF-3126,2026-05-16
INV_0001849,F_NLCIUS,NL,SELL_0011,BUY_0016,2026-05-04,EUR,2904.97,0.07,203.35,3108.32,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2904.97}]",DE481469012,DE560027313,REF-4274,2026-05-16
INV_0001850,F_FACTURX,BE,SELL_0436,BUY_0151,2026-03-21,EUR,4301.21,0.05,215.06,4516.27,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4301.21, ""qty"": 1}}}]}",FR421346113,FR985758835,REF-4247,2026-05-16
INV_0001851,F_PINT_MY,BE,SELL_0266,BUY_0290,2026-05-07,EUR,556.45,0.2,111.29,667.74,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 556.45, ""qty"": 1}}}]}",BE865096129,DE949447049,REF-4277,2026-05-16
INV_0001852,F_NLCIUS,FR,SELL_0283,BUY_0295,2026-05-04,EUR,669.89,0.07,46.89,716.78,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 669.89, ""qty"": 1}}}]}",4963ABCDB,BE184747224,REF-8600,2026-05-16
INV_0001853,F_ZUGFERD,FR,SELL_0489,BUY_0431,2026-03-22,EUR,4482.05,0.05,224.1,4706.15,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4482.05, ""qty"": 1}}}]}",NL395121074,DE202393989,REF-4414,2026-05-16
INV_0001854,F_NLCIUS,MY,SELL_0185,BUY_0047,2026-04-25,MYR,4412.0,0.05,264.04,4632.6,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4412.0}]",DE874090950,,REF-6573,2026-05-16
INV_0001855,F_XREC_CII,FR,SELL_0177,BUY_0307,2026-04-27,EUR,3516.93,0.05,175.85,3692.78,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3516.93, ""qty"": 1}}}]}",FR358589021,FR865975088,REF-4591,2026-05-16
INV_0001856,F_PINT_SG,DE,SELL_0080,BUY_0509,2026-04-18,EUR,924.27,0.19,175.61,1099.88,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 924.27}]",FR825449223,5489ABCDA,REF-6492,2026-05-16
INV_0001857,F_XREC_CII,MY,SELL_0587,BUY_0262,2026-04-23,MYR,2894.34,0.05,144.72,3039.06,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2894.34, ""qty"": 1}}}]}",C70214805,9331ABCDC,REF-5807,2026-05-16
INV_0001858,F_PEPPOL,DE,SELL_0231,BUY_0388,,EUR,770.4,0.21,161.78,932.18,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 770.4}]",DE709448939,DE917187478,REF-8661,2026-05-16
INV_0001859,F_PINT_SG,BE,SELL_0004,BUY_0348,,EUR,1212.97,0.19,230.46,1443.43,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1212.97}]",9928ABCDD,FR756569565,REF-5389,2026-05-16
INV_0001860,F_NLCIUS,NL,SELL_0017,BUY_0034,2026-04-11,EUR,2949.6,0.07,206.47,3156.07,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2949.6}]",C39436733,FR204078666,REF-2272,2026-05-16
INV_0001861,F_XREC_UBL,FR,SELL_0313,BUY_0501,2026-04-27,EUR,4247.51,0.2,849.5,5097.01,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4247.51, ""qty"": 1}}}]}",BE869801588,7786ABCDD,REF-4639,2026-05-16
INV_0001862,F_ZUGFERD,MY,SELL_0283,BUY_0218,2026-05-10,MYR,2339.48,0.2,467.9,2807.38,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2339.48, ""qty"": 1}}}]}",4963ABCDB,DE837468465,REF-9883,2026-05-16
INV_0001863,F_XREC_CII,SG,SELL_0426,BUY_0263,2026-04-02,SGD,4490.88,0.2,898.18,5389.06,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4490.88}]",BE358738317,NL922653967,REF-7352,2026-05-16
