target_format,syntax,line_item_structure,invoice_id,seller_id,buyer_id,issue_date,currency,subtotal,tax_amount,total_amount,seller_vat,buyer_vat,EndpointID,line_items,credit_note_status,VATID,line_items.invoice_lines,UEN,payment_reference,CompanyID,delivery_date,RegistrationNo
F_FACTURX,CII,nested,INV-TST-00411,MÜLL-7783,MORE-8022,2025-03-04,EUR,1256.38,87.95,1344.33,DE271517520,FRAY652910306,,,SUPPORTED,DE271517520,"[{'line': {'id': '1', 'item_details': {'description': 'HR Recruitment Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'HR Recruitment Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Annual Financial Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Annual Financial Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Market Research Report', 'price': 0, 'qty': 1}}}]",,,,,
F_PINT_MY,UBL,nested,INV-TST-00412,HOFF-5420,HARM-2115,2025-11-14,MYR,14762.49,1033.37,15795.86,DE568913680,MY27241250842,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}]",,,,2025-11-21,DE568913680
F_PINT_SG,UBL,flat,INV-TST-00413,BERN-3734,ORCH-8612,2024-07-10,SGD,157556.31,8665.6,166221.91,FRFL720318901,SG712500176F,,[],SUPPORTED,,,FRFL720318901,,,,
F_FACTURX,CII,nested,INV-TST-00414,SCHN-3313,PETI-7323,2024-05-27,EUR,885.5,168.25,1053.75,DE895403795,FRBW274876650,,,SUPPORTED,DE895403795,"[{'line': {'id': '1', 'item_details': {'description': 'Connector USB-C Female PCB', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Heat Sink Aluminum 40x40x20', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Heat Sink Aluminum 40x40x20', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Heat Sink Aluminum 40x40x20', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Wire Harness Custom 12-Pin', 'price': 0, 'qty': 1}}}]",,,,,
F_PINT_SG,UBL,flat,INV-TST-00415,MORE-6038,MERI-8930,2025-10-13,SGD,121551.41,6685.33,128236.74,FRM1649634406,SG757363667S,,[],SUPPORTED,,,FRM1649634406,,,,
F_PINT_MY,UBL,nested,INV-TST-00416,WEBE-6844,BEST-4866,2025-02-26,MYR,44424.24,8440.61,52864.85,DE900644766,MY333704004663,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Whiteboard Magnetic 120x90cm', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Ergonomic Office Chair Pro', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}]",,,,2025-03-12,DE900644766
F_XREC_UBL,UBL,flat,INV-TST-00417,CLAE-2575,SCHN-3139,2025-08-13,EUR,2287.8,137.27,2425.07,BE0942718121,DE569728060,BE0942718121,[],SUPPORTED,,,,,,,
F_PINT_SG,UBL,flat,INV-TST-00418,BEST-5418,LION-4196,2024-12-18,SGD,18432.8,0.0,18432.8,MY68908609104,SG960205596Y,,[],SUPPORTED,,,MY68908609104,,,,
F_FACTURX,CII,nested,INV-TST-00419,HOFF-2535,BERN-8861,2025-07-01,EUR,61431.0,4300.17,65731.17,DE983242832,FRUS148468787,,,SUPPORTED,DE983242832,"[{'line': {'id': '1', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Network Switch 48-Port PoE+', 'price': 0, 'qty': 1}}}]",,,,,
F_PINT_SG,UBL,flat,INV-TST-00420,CLAE-9445,TEMA-5085,2025-10-21,SGD,5575.34,669.04,6244.38,BE0660861340,SG687434525K,,[],SUPPORTED,,,BE0660861340,,,,
F_FACTURX,CII,nested,INV-TST-00421,MÜLL-9085,MART-5131,2024-08-24,EUR,50241.87,3516.93,53758.8,DE852063392,FRHF529913368,,,SUPPORTED,DE852063392,"[{'line': {'id': '1', 'item_details': {'description': 'Ergonomic Office Chair Pro', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00422,BAUE-6144,JANS-9087,2024-08-13,EUR,80146.84,5610.28,85757.12,DE172519026,BE0579332493,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Industrial Gasket Set DN50', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Assembly Group 7', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '11', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '12', 'item_details': {'description': 'Assembly Group 12', 'price': 0, 'qty': 1}}}, {'line': {'id': '13', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '14', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '15', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '16', 'item_details': {'description': 'Precision Ground Shaft 25mm', 'price': 0, 'qty': 1}}}]",,PAY-694608-00422,DE172519026,,
F_FACTURX,CII,nested,INV-TST-00423,MÜLL-8693,PETI-1201,2025-10-01,EUR,1128.18,78.97,1207.15,DE124413650,FRZN966811517,,,SUPPORTED,DE124413650,"[{'line': {'id': '1', 'item_details': {'description': 'Thermal Paste Arctic MX-6 4g', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Heat Sink Aluminum 40x40x20', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Power Supply Module 24V/10A', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00424,BERN-5134,CLAE-9155,2024-02-03,EUR,29508.0,2950.8,32458.8,FRB4509249401,BE0098095703,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Cloud Hosting Monthly', 'price': 0, 'qty': 1}}}]",,PAY-677160-00424,FRB4509249401,,
F_FACTURX,CII,nested,INV-TST-00425,SMIT-1350,BERN-8614,2024-04-08,EUR,33975.76,7134.91,41110.67,NL312966964B34,FRZX146748138,,,SUPPORTED,NL312966964B34,"[{'line': {'id': '1', 'item_details': {'description': 'SSD 1TB NVMe Enterprise', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}]",,,,,
F_XREC_UBL,UBL,flat,INV-TST-00426,MART-6637,KRÜG-8705,2025-04-22,EUR,29948.04,5989.61,35937.65,FRC8151437270,DE179219505,FRC8151437270,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00427,PETI-2233,PEET-3085,2024-06-10,EUR,22309.83,1227.04,23536.87,FRB9656691438,BE0859793201,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Assembly Group 2', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}]",,PAY-171824-00427,FRB9656691438,,
F_PEPPOL,UBL,nested,INV-TST-00428,MORE-4607,SMIT-4352,2024-05-23,EUR,220564.53,44112.91,264677.44,FRVW032869805,NL803526394B96,,"[{'line_id': 1, 'description': 'IT Consultation', 'quantity': 10, 'unit': 'HUR', 'unit_price': 215.74, 'line_total': 2157.4}, {'line_id': 2, 'description': 'Data Migration Service', 'quantity': 29, 'unit': 'HUR', 'unit_price': 277.3, 'line_total': 8041.7}, {'line_id': 3, 'description': 'Cloud Hosting Monthly', 'quantity': 25, 'unit': 'EA', 'unit_price': 482.16, 'line_total': 12054.0}, {'line_id': 4, 'description': 'Software License Enterprise Annual', 'quantity': 87, 'unit': 'EA', 'unit_price': 2068.88, 'line_total': 179992.56}, {'line_id': 5, 'description': 'SSD 1TB NVMe Enterprise', 'quantity': 89, 'unit': 'EA', 'unit_price': 205.83, 'line_total': 18318.87}]",SUPPORTED,,,,PAY-512075-00428,FRVW032869805,,
F_XREC_UBL,UBL,flat,INV-TST-00429,PERD-2750,BAUE-6325,2025-05-25,EUR,133001.82,13300.18,146302.0,MY69428975069,DE049258973,MY69428975069,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00430,WEBE-3566,DE-3868,2024-12-14,EUR,1421.39,99.5,1520.89,DE953955325,NL714415051B99,,"[{'line_id': 1, 'description': 'Wire Harness Custom 12-Pin', 'quantity': 10, 'unit': 'EA', 'unit_price': 12.98, 'line_total': 129.8}, {'line_id': 2, 'description': 'PCB Assembly 4-Layer', 'quantity': 71, 'unit': 'EA', 'unit_price': 7.55, 'line_total': 536.05}, {'line_id': 3, 'description': 'Assembly Group 3', 'quantity': 1, 'unit': 'EA', 'unit_price': 151.47, 'line_total': 151.47, 'sub_items': [{'line_id': '3.1', 'description': 'Heat Sink Aluminum 40x40x20', 'quantity': 44, 'unit': 'EA', 'unit_price': 3.36, 'line_total': 147.84}, {'line_id': '3.2', 'description': 'Connector USB-C Female PCB', 'quantity': 3, 'unit': 'EA', 'unit_price': 1.21, 'line_total': 3.63}]}, {'line_id': 4, 'description': 'Assembly Group 4', 'quantity': 1, 'unit': 'EA', 'unit_price': 604.07, 'line_total': 604.07, 'sub_items': [{'line_id': '4.1', 'description': 'Microcontroller STM32F407', 'quantity': 28, 'unit': 'EA', 'unit_price': 12.15, 'line_total': 340.2}, {'line_id': '4.2', 'description': 'Connector USB-C Female PCB', 'quantity': 29, 'unit': 'EA', 'unit_price': 1.32, 'line_total': 38.28}, {'line_id': '4.3', 'description': 'Heat Sink Aluminum 40x40x20', 'quantity': 46, 'unit': 'EA', 'unit_price': 3.79, 'line_total': 174.34}, {'line_id': '4.4', 'description': 'Connector USB-C Female PCB', 'quantity': 41, 'unit': 'EA', 'unit_price': 1.25, 'line_total': 51.25}]}]",SUPPORTED,,,,PAY-808791-00430,DE953955325,,
F_PINT_SG,UBL,flat,INV-TST-00431,HARM-7378,ORCH-4067,2025-01-14,SGD,33600.23,3360.02,36960.25,MY85235104470,SG989244512C,,[],SUPPORTED,,,MY85235104470,,,,
F_PEPPOL,UBL,nested,INV-TST-00432,FISC-9649,BAKK-8703,2024-01-29,EUR,19596.53,3723.34,23319.87,DE579638211,NL080565963B51,,"[{'line_id': 1, 'description': 'Steel Sheet 2mm 1000x2000mm', 'quantity': 31, 'unit': 'EA', 'unit_price': 84.88, 'line_total': 2631.28}, {'line_id': 2, 'description': 'Industrial Gasket Set DN50', 'quantity': 84, 'unit': 'EA', 'unit_price': 32.76, 'line_total': 2751.84}, {'line_id': 3, 'description': 'Pneumatic Actuator DA-63', 'quantity': 49, 'unit': 'EA', 'unit_price': 279.02, 'line_total': 13671.98}, {'line_id': 4, 'description': 'Stainless Steel Bolt M12x60', 'quantity': 38, 'unit': 'EA', 'unit_price': 1.97, 'line_total': 74.86}, {'line_id': 5, 'description': 'Ball Bearing SKF 6205-2RS', 'quantity': 37, 'unit': 'EA', 'unit_price': 12.61, 'line_total': 466.57}]",SUPPORTED,,,,PAY-663131-00432,DE579638211,,
F_PEPPOL,UBL,nested,INV-TST-00433,FISC-6001,VAN-8969,2024-03-22,EUR,66329.46,4643.06,70972.52,DE277105052,BE0024554529,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Toner Cartridge Black HP 26A', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'LED Desk Lamp Adjustable', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Assembly Group 4', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Assembly Group 5', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Assembly Group 6', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Document Shredder Cross-Cut', 'price': 0, 'qty': 1}}}]",,PAY-597257-00433,DE277105052,,
F_PEPPOL,UBL,nested,INV-TST-00434,BAUE-9241,VISS-9868,2024-06-21,EUR,219436.65,15360.57,234797.22,DE214241175,NL422624520B85,,"[{'line_id': 1, 'description': 'Server Rack Unit 42U', 'quantity': 57, 'unit': 'EA', 'unit_price': 1491.65, 'line_total': 85024.05}, {'line_id': 2, 'description': 'CAT6A Cable 305m Box', 'quantity': 81, 'unit': 'EA', 'unit_price': 203.14, 'line_total': 16454.34}, {'line_id': 3, 'description': 'Assembly Group 3', 'quantity': 1, 'unit': 'EA', 'unit_price': 107659.15, 'line_total': 107659.15, 'sub_items': [{'line_id': '3.1', 'description': 'Software License Enterprise Annual', 'quantity': 38, 'unit': 'EA', 'unit_price': 2564.05, 'line_total': 97433.9}, {'line_id': '3.2', 'description': 'Data Migration Service', 'quantity': 35, 'unit': 'HUR', 'unit_price': 292.15, 'line_total': 10225.25}]}, {'line_id': 4, 'description': 'SSD 1TB NVMe Enterprise', 'quantity': 47, 'unit': 'EA', 'unit_price': 219.13, 'line_total': 10299.11}]",SUPPORTED,,,,PAY-534162-00434,DE214241175,,
F_PINT_SG,UBL,flat,INV-TST-00435,SELL-94905,MERI-2259,2024-04-22,SGD,130602.37,18284.33,148886.7,FI93463149,SG497731518U,,[],SUPPORTED,,,FI93463149,,,,
F_PINT_SG,UBL,flat,INV-TST-00436,SELL-42246,MERI-4649,2025-05-26,SGD,19987.59,1199.26,21186.85,SE915898108457,SG989847011R,,[],SUPPORTED,,,SE915898108457,,,,
F_PINT_MY,UBL,nested,INV-TST-00437,ORCH-1610,HARM-1141,2025-07-11,MYR,21984.56,0.0,21984.56,SG651547526M,MY1874516702,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Document Shredder Cross-Cut', 'price': 0, 'qty': 1}}}]",,,,2025-07-12,SG651547526M
F_PEPPOL,UBL,nested,INV-TST-00438,SELL-72585,SMIT-8557,2025-08-15,EUR,40360.14,10090.03,50450.17,SE583568693586,NL538937432B96,,"[{'line_id': 1, 'description': 'Ergonomic Office Chair Pro', 'quantity': 53, 'unit': 'EA', 'unit_price': 477.68, 'line_total': 25317.04}, {'line_id': 2, 'description': 'Desk Organizer Set 5-Piece', 'quantity': 13, 'unit': 'EA', 'unit_price': 31.1, 'line_total': 404.3}, {'line_id': 3, 'description': 'Filing Cabinet 4-Drawer Steel', 'quantity': 55, 'unit': 'EA', 'unit_price': 266.16, 'line_total': 14638.8}]",SUPPORTED,,,,PAY-372895-00438,SE583568693586,,
F_XREC_UBL,UBL,flat,INV-TST-00439,LION-5289,HOFF-9398,2025-01-09,EUR,110.09,0.0,110.09,SG275378654D,DE516744519,SG275378654D,[],SUPPORTED,,,,,,,
F_FACTURX,CII,nested,INV-TST-00440,SELL-68832,MORE-6139,2024-03-13,EUR,5634.11,676.09,6310.2,NO047662945MVA,FRLM448406441,,,SUPPORTED,NO047662945MVA,"[{'line': {'id': '1', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}]",,,,,
F_FACTURX,CII,nested,INV-TST-00441,FISC-5134,PETI-2740,2024-10-24,EUR,74983.92,14246.94,89230.86,DE942909534,FRRY326422649,,,SUPPORTED,DE942909534,"[{'line': {'id': '1', 'item_details': {'description': 'Toner Cartridge Black HP 26A', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'LED Desk Lamp Adjustable', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Standing Desk Electric 160x80', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Toner Cartridge Black HP 26A', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'LED Desk Lamp Adjustable', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Whiteboard Magnetic 120x90cm', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'Standing Desk Electric 160x80', 'price': 0, 'qty': 1}}}]",,,,,
F_XREC_UBL,UBL,flat,INV-TST-00442,VISS-1532,BAUE-3813,2024-08-13,EUR,3138.53,282.47,3421.0,NL443778688B86,DE851433126,NL443778688B86,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00443,LEFE-8078,PEET-8683,2025-02-20,EUR,21510.0,4302.0,25812.0,FRNE919262383,BE0603243846,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Ball Bearing SKF 6205-2RS', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}]",,PAY-123125-00443,FRNE919262383,,
F_PEPPOL,UBL,nested,INV-TST-00444,SELL-29559,BAKK-1024,2025-02-18,EUR,17339.19,1040.35,18379.54,SE612878556781,NL027956715B58,,"[{'line_id': 1, 'description': 'Assembly Group 1', 'quantity': 1, 'unit': 'EA', 'unit_price': 8827.17, 'line_total': 8827.17, 'sub_items': [{'line_id': '1.1', 'description': 'Stainless Steel Bolt M12x60', 'quantity': 34, 'unit': 'EA', 'unit_price': 1.64, 'line_total': 55.76}, {'line_id': '1.2', 'description': 'Industrial Gasket Set DN50', 'quantity': 8, 'unit': 'EA', 'unit_price': 25.92, 'line_total': 207.36}, {'line_id': '1.3', 'description': 'Pneumatic Actuator DA-63', 'quantity': 23, 'unit': 'EA', 'unit_price': 293.6, 'line_total': 6752.8}, {'line_id': '1.4', 'description': 'Steel Sheet 2mm 1000x2000mm', 'quantity': 25, 'unit': 'EA', 'unit_price': 72.45, 'line_total': 1811.25}]}, {'line_id': 2, 'description': 'Precision Ground Shaft 25mm', 'quantity': 99, 'unit': 'MTR', 'unit_price': 85.98, 'line_total': 8512.02}]",SUPPORTED,,,,PAY-414329-00444,SE612878556781,,
F_XREC_UBL,UBL,flat,INV-TST-00445,SELL-38911,WEBE-4661,2024-01-15,EUR,235963.53,14157.81,250121.34,SE366211468453,DE998616463,SE366211468453,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00446,FISC-2042,DE-4309,2024-04-20,EUR,3254.23,227.8,3482.03,DE000317849,NL280246948B79,,"[{'line_id': 1, 'description': 'LCD Display Module 7-inch', 'quantity': 45, 'unit': 'EA', 'unit_price': 38.02, 'line_total': 1710.9}, {'line_id': 2, 'description': 'Wire Harness Custom 12-Pin', 'quantity': 44, 'unit': 'EA', 'unit_price': 15.32, 'line_total': 674.08}, {'line_id': 3, 'description': 'Thermal Paste Arctic MX-6 4g', 'quantity': 95, 'unit': 'EA', 'unit_price': 9.15, 'line_total': 869.25}]",SUPPORTED,,,,PAY-637396-00446,DE000317849,,
F_FACTURX,CII,nested,INV-TST-00447,WEBE-4192,MART-4022,2024-06-27,EUR,43187.59,3023.13,46210.72,DE403523276,FRUM215297850,,,SUPPORTED,DE403523276,"[{'line': {'id': '1', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Precision Ground Shaft 25mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Ball Bearing SKF 6205-2RS', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Ball Bearing SKF 6205-2RS', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Precision Ground Shaft 25mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Precision Ground Shaft 25mm', 'price': 0, 'qty': 1}}}]",,,,,
F_XREC_UBL,UBL,flat,INV-TST-00448,DIJK-4064,KRÜG-3804,2025-01-23,EUR,3817.84,801.75,4619.59,2342309,DE222892696,2342309,[],SUPPORTED,,,,,,,
F_PINT_SG,UBL,flat,INV-TST-00449,LEFE-4406,TEMA-9148,2025-09-15,SGD,132626.74,7294.47,139921.21,FRBY736302832,SG643951275V,,[],SUPPORTED,,,FRBY736302832,,,,
F_PINT_MY,UBL,nested,INV-TST-00450,ORCH-2973,BEST-8728,2025-08-23,MYR,39021.0,3511.89,42532.89,SG681162069Q,MY402029366536,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Business Process Consulting', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Legal Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Tax Advisory Session', 'price': 0, 'qty': 1}}}]",,,,2025-08-29,SG681162069Q
F_XREC_UBL,UBL,flat,INV-TST-00451,MORE-4907,FISC-8141,2025-07-09,EUR,50892.36,2799.08,53691.44,FRLP160943281,DE719638643,FRLP160943281,[],SUPPORTED,,,,,,,
F_FACTURX,CII,nested,INV-TST-00452,DE-6939,MORE-6881,2025-06-21,EUR,22132.83,1991.95,24124.78,NL368354311B98,FRZQ793925479,,,SUPPORTED,NL368354311B98,"[{'line': {'id': '1', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Precision Ground Shaft 25mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}]",,,,,
F_XREC_UBL,UBL,flat,INV-TST-00453,SELL-83982,KRÜG-3627,2024-12-21,EUR,3768.19,942.05,4710.24,NO764793502MVA,DE310549924,NO764793502MVA,[],SUPPORTED,,,,,,,
F_PINT_SG,UBL,flat,INV-TST-00454,WIRA-3413,TEMA-4857,2024-06-12,SGD,15920.16,955.21,16875.37,MY036001800987,SG175903084Q,,[],SUPPORTED,,,MY036001800987,,,,
F_FACTURX,CII,nested,INV-TST-00455,HOFF-1784,LEFE-4587,2025-06-17,EUR,154710.2,29394.94,184105.14,DE916041560,FRCJ079283171,,,SUPPORTED,DE916041560,"[{'line': {'id': '1', 'item_details': {'description': 'Data Migration Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00456,LEFE-8411,DIJK-7214,2024-05-08,EUR,1946.27,389.25,2335.52,FRVQ190582468,NL629839791B96,,"[{'line_id': 1, 'description': 'LED Desk Lamp Adjustable', 'quantity': 41, 'unit': 'EA', 'unit_price': 47.47, 'line_total': 1946.27}]",SUPPORTED,,,,PAY-543877-00456,FRVQ190582468,,
