invoice_id,source_format,target_country,seller_id,buyer_id,issue_date,currency,subtotal,tax_rate,tax_amount,total_amount,line_items_json,seller_vat,buyer_vat,payment_reference,delivery_date,corrected_fields
INV-TST-00323,zugferd,NL,ZÜRC-6467,VISS-1484,2025-05-05,EUR,142451.45,0.081,11538.57,153990.02,"[{""line_id"": 1, ""description"": ""Patent Filing Service"", ""quantity"": 85, ""unit"": ""EA"", ""unit_price"": 780.25, ""line_total"": 66321.25}, {""line_id"": 2, ""description"": ""Assembly Group 2"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 76130.2, ""line_total"": 76130.2, ""sub_items"": [{""line_id"": ""2.1"", ""description"": ""Annual Financial Audit"", ""quantity"": 43, ""unit"": ""EA"", ""unit_price"": 8933.79, ""line_total"": 384152.97}, {""line_id"": ""2.2"", ""description"": ""Business Process Consulting"", ""quantity"": 41, ""unit"": ""HUR"", ""unit_price"": 236.77, ""line_total"": 9707.57}, {""line_id"": ""2.3"", ""description"": ""Compliance Training Workshop"", ""quantity"": 18, ""unit"": ""EA"", ""unit_price"": 1506.48, ""line_total"": 27116.64}, {""line_id"": ""2.4"", ""description"": ""Legal Consultation"", ""quantity"": 46, ""unit"": ""HUR"", ""unit_price"": 354.61, ""line_total"": 16312.06}]}]",CHE148114939,NL817010867B76,PAY-957566-00323,2025-05-10,{}
INV-TST-00324,pint_my,SG,HARM-7997,MERI-2662,2025-09-22,SGD,200607.22,0.0,0.0,200607.22,"[{""line_id"": 1, ""description"": ""IT Consultation"", ""quantity"": 90, ""unit"": ""HUR"", ""unit_price"": 65.47, ""line_total"": 5892.3}, {""line_id"": 2, ""description"": ""Assembly Group 2"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 13016.21, ""line_total"": 13016.21, ""sub_items"": [{""line_id"": ""2.1"", ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 28, ""unit"": ""EA"", ""unit_price"": 1026.28, ""line_total"": 28735.84}, {""line_id"": ""2.2"", ""description"": ""CAT6A Cable 305m Box"", ""quantity"": 10, ""unit"": ""EA"", ""unit_price"": 192.29, ""line_total"": 1922.9}]}, {""line_id"": 3, ""description"": ""Cybersecurity Audit"", ""quantity"": 32, ""unit"": ""EA"", ""unit_price"": 1499.96, ""line_total"": 47998.72}, {""line_id"": 4, ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 53, ""unit"": ""EA"", ""unit_price"": 457.64, ""line_total"": 24254.92}, {""line_id"": 5, ""description"": ""Cloud Hosting Monthly"", ""quantity"": 73, ""unit"": ""EA"", ""unit_price"": 234.65, ""line_total"": 17129.45}, {""line_id"": 6, ""description"": ""IT Consultation"", ""quantity"": 14, ""unit"": ""HUR"", ""unit_price"": 90.41, ""line_total"": 1265.74}, {""line_id"": 7, ""description"": ""Network Switch 48-Port PoE+"", ""quantity"": 61, ""unit"": ""EA"", ""unit_price"": 287.34, ""line_total"": 17527.74}, {""line_id"": 8, ""description"": ""Assembly Group 8"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 28840.89, ""line_total"": 28840.89, ""sub_items"": [{""line_id"": ""8.1"", ""description"": ""Network Switch 48-Port PoE+"", ""quantity"": 35, ""unit"": ""EA"", ""unit_price"": 680.96, ""line_total"": 23833.6}, {""line_id"": ""8.2"", ""description"": ""Cloud Hosting Monthly"", ""quantity"": 10, ""unit"": ""EA"", ""unit_price"": 517.82, ""line_total"": 5178.2}, {""line_id"": ""8.3"", ""description"": ""Server Rack Unit 42U"", ""quantity"": 34, ""unit"": ""EA"", ""unit_price"": 1144.73, ""line_total"": 38920.82}]}, {""line_id"": 9, ""description"": ""Data Migration Service"", ""quantity"": 55, ""unit"": ""HUR"", ""unit_price"": 129.75, ""line_total"": 7136.25}, {""line_id"": 10, ""description"": ""Assembly Group 10"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 19266.6, ""line_total"": 19266.6, ""sub_items"": [{""line_id"": ""10.1"", ""description"": ""Data Migration Service"", ""quantity"": 32, ""unit"": ""HUR"", ""unit_price"": 299.73, ""line_total"": 9591.36}, {""line_id"": ""10.2"", ""description"": ""Server Rack Unit 42U"", ""quantity"": 30, ""unit"": ""EA"", ""unit_price"": 1192.99, ""line_total"": 35789.7}]}, {""line_id"": 11, ""description"": ""Network Switch 48-Port PoE+"", ""quantity"": 56, ""unit"": ""EA"", ""unit_price"": 326.4, ""line_total"": 18278.4}]",MY701365956355,SG314082555M,PAY-745953-00324,2025-10-12,{}
INV-TST-00325,facturx,BE,LEFE-7191,JANS-1545,2024-08-13,EUR,1505.1,0.1,150.51,1655.61,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Assembly Group 1"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""LCD Display Module 7-inch"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""PCB Assembly 4-Layer"", ""price"": 0, ""qty"": 1}}}]}",FRWF790151758,BE0734964627,PAY-272323-00325,2024-08-29,"{""tax_amount"": 150.51, ""total_amount"": 1655.61, ""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00326,peppol_bis_3,NL,PEET-1835,DIJK-1644,2024-06-10,EUR,17372.12,0.06,1042.33,18414.45,"[{""line_id"": 1, ""description"": ""Welding Wire 1.2mm 15kg"", ""quantity"": 10, ""unit"": ""EA"", ""unit_price"": 69.72, ""line_total"": 697.2}, {""line_id"": 2, ""description"": ""Ball Bearing SKF 6205-2RS"", ""quantity"": 24, ""unit"": ""EA"", ""unit_price"": 13.14, ""line_total"": 315.36}, {""line_id"": 3, ""description"": ""Precision Ground Shaft 25mm"", ""quantity"": 96, ""unit"": ""MTR"", ""unit_price"": 87.93, ""line_total"": 8441.28}, {""line_id"": 4, ""description"": ""Assembly Group 4"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 4884.5, ""line_total"": 4884.5, ""sub_items"": [{""line_id"": ""4.1"", ""description"": ""Industrial Gasket Set DN50"", ""quantity"": 5, ""unit"": ""EA"", ""unit_price"": 30.02, ""line_total"": 150.1}, {""line_id"": ""4.2"", ""description"": ""Pneumatic Actuator DA-63"", ""quantity"": 16, ""unit"": ""EA"", ""unit_price"": 295.9, ""line_total"": 4734.4}]}, {""line_id"": 5, ""description"": ""Assembly Group 5"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 2806.32, ""line_total"": 2806.32, ""sub_items"": [{""line_id"": ""5.1"", ""description"": ""Welding Wire 1.2mm 15kg"", ""quantity"": 9, ""unit"": ""EA"", ""unit_price"": 64.56, ""line_total"": 581.04}, {""line_id"": ""5.2"", ""description"": ""Hydraulic Cylinder HZ-400"", ""quantity"": 8, ""unit"": ""EA"", ""unit_price"": 278.16, ""line_total"": 2225.28}]}, {""line_id"": 6, ""description"": ""Ball Bearing SKF 6205-2RS"", ""quantity"": 17, ""unit"": ""EA"", ""unit_price"": 13.38, ""line_total"": 227.46}]",BE806,NL663411280B34,PAY-205494-00326,2024-06-27,{}
INV-TST-00327,nlcius,BE,DIJK-5677,JANS-8682,2025-12-03,EUR,30823.89,0.09,2774.15,33598.04,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Aluminum Extrusion Profile 40x40"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""CNC Machining Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Welding Wire 1.2mm 15kg"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Hydraulic Cylinder HZ-400"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Hydraulic Cylinder HZ-400"", ""price"": 0, ""qty"": 1}}}]}",NL605602537B06,BE0456106713,PAY-536242-00327,2025-12-12,"{""tax_amount"": 2774.15, ""total_amount"": 33598.04, ""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00328,peppol_bis_3,NL,SELL-70151,VISS-5939,2025-06-26,EUR,2233.4,0.12,268.01,2501.41,"[{""line_id"": 1, ""description"": ""Assembly Group 1"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 1258.55, ""line_total"": 1258.55, ""sub_items"": [{""line_id"": ""1.1"", ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 13, ""unit"": ""EA"", ""unit_price"": 11.77, ""line_total"": 153.01}, {""line_id"": ""1.2"", ""description"": ""Microcontroller STM32F407"", ""quantity"": 30, ""unit"": ""EA"", ""unit_price"": 13.22, ""line_total"": 396.6}, {""line_id"": ""1.3"", ""description"": ""EMI Shielding Gasket 100mm"", ""quantity"": 35, ""unit"": ""EA"", ""unit_price"": 6.1, ""line_total"": 213.5}, {""line_id"": ""1.4"", ""description"": ""Microcontroller STM32F407"", ""quantity"": 44, ""unit"": ""EA"", ""unit_price"": 11.26, ""line_total"": 495.44}]}, {""line_id"": 2, ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 97, ""unit"": ""EA"", ""unit_price"": 10.05, ""line_total"": 974.85}]",SE419467503286,NL832455394B70,PAY-182615-00328,2025-07-17,{}
INV-TST-00329,peppol_bis_3,SG,CLAE-9696,LION-3710,2025-10-05,SGD,235946.19,0.12,28313.54,264259.73,"[{""line_id"": 1, ""description"": ""Tax Advisory Session"", ""quantity"": 38, ""unit"": ""HUR"", ""unit_price"": 67.92, ""line_total"": 2580.96}, {""line_id"": 2, ""description"": ""Annual Financial Audit"", ""quantity"": 20, ""unit"": ""EA"", ""unit_price"": 2347.7, ""line_total"": 46954.0}, {""line_id"": 3, ""description"": ""Assembly Group 3"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 45977.07, ""line_total"": 45977.07, ""sub_items"": [{""line_id"": ""3.1"", ""description"": ""HR Recruitment Service"", ""quantity"": 45, ""unit"": ""EA"", ""unit_price"": 2979.14, ""line_total"": 134061.3}, {""line_id"": ""3.2"", ""description"": ""Business Process Consulting"", ""quantity"": 42, ""unit"": ""HUR"", ""unit_price"": 243.53, ""line_total"": 10228.26}, {""line_id"": ""3.3"", ""description"": ""HR Recruitment Service"", ""quantity"": 12, ""unit"": ""EA"", ""unit_price"": 3509.54, ""line_total"": 42114.48}]}, {""line_id"": 4, ""description"": ""Quality Management Certification"", ""quantity"": 48, ""unit"": ""EA"", ""unit_price"": 1195.76, ""line_total"": 57396.48}, {""line_id"": 5, ""description"": ""Tax Advisory Session"", ""quantity"": 85, ""unit"": ""HUR"", ""unit_price"": 58.77, ""line_total"": 4995.45}, {""line_id"": 6, ""description"": ""Quality Management Certification"", ""quantity"": 46, ""unit"": ""EA"", ""unit_price"": 1103.11, ""line_total"": 50743.06}, {""line_id"": 7, ""description"": ""HR Recruitment Service"", ""quantity"": 38, ""unit"": ""EA"", ""unit_price"": 700.79, ""line_total"": 26630.02}, {""line_id"": 8, ""description"": ""Business Process Consulting"", ""quantity"": 9, ""unit"": ""HUR"", ""unit_price"": 74.35, ""line_total"": 669.15}]",BE0669130323,SG734504967V,PAY-793364-00329,2025-11-01,{}
INV-TST-00330,pint_my,SG,PERD-2428,ORCH-5458,2024-10-18,SGD,7735.18,0.0,0.0,7735.18,"[{""line_id"": 1, ""description"": ""PCB Assembly 4-Layer"", ""quantity"": 44, ""unit"": ""EA"", ""unit_price"": 9.4, ""line_total"": 413.6}, {""line_id"": 2, ""description"": ""Wire Harness Custom 12-Pin"", ""quantity"": 28, ""unit"": ""EA"", ""unit_price"": 15.8, ""line_total"": 442.4}, {""line_id"": 3, ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 50, ""unit"": ""EA"", ""unit_price"": 9.39, ""line_total"": 469.5}, {""line_id"": 4, ""description"": ""Assembly Group 4"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 5362.2, ""line_total"": 5362.2, ""sub_items"": [{""line_id"": ""4.1"", ""description"": ""Power Supply Module 24V/10A"", ""quantity"": 42, ""unit"": ""EA"", ""unit_price"": 69.0, ""line_total"": 2898.0}, {""line_id"": ""4.2"", ""description"": ""Power Supply Module 24V/10A"", ""quantity"": 36, ""unit"": ""EA"", ""unit_price"": 68.45, ""line_total"": 2464.2}]}, {""line_id"": 5, ""description"": ""PCB Assembly 4-Layer"", ""quantity"": 79, ""unit"": ""EA"", ""unit_price"": 9.34, ""line_total"": 737.86}, {""line_id"": 6, ""description"": ""Connector USB-C Female PCB"", ""quantity"": 38, ""unit"": ""EA"", ""unit_price"": 1.41, ""line_total"": 53.58}, {""line_id"": 7, ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 74, ""unit"": ""EA"", ""unit_price"": 3.46, ""line_total"": 256.04}]",MY0379385040,SG838935349E,PAY-871101-00330,2024-10-19,{}
INV-TST-00331,xrechnung_ubl,NL,SCHM-2905,VISS-9464,2024-03-25,EUR,2246.64,0.07,157.26,2403.9,"[{""line_id"": 1, ""description"": ""LCD Display Module 7-inch"", ""quantity"": 18, ""unit"": ""EA"", ""unit_price"": 38.4, ""line_total"": 691.2}, {""line_id"": 2, ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 27, ""unit"": ""EA"", ""unit_price"": 4.54, ""line_total"": 122.58}, {""line_id"": 3, ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 12, ""unit"": ""EA"", ""unit_price"": 4.32, ""line_total"": 51.84}, {""line_id"": 4, ""description"": ""PCB Assembly 4-Layer"", ""quantity"": 85, ""unit"": ""EA"", ""unit_price"": 9.58, ""line_total"": 814.3}, {""line_id"": 5, ""description"": ""Microcontroller STM32F407"", ""quantity"": 46, ""unit"": ""EA"", ""unit_price"": 12.32, ""line_total"": 566.72}]",DE001944730,NL617435889B81,PAY-660651-00331,2024-04-07,{}
INV-TST-00332,peppol_bis_3,DE,SELL-42458,FISC-7608,2024-08-10,EUR,201612.48,0.12,24193.5,225805.98,"[{""line_id"": 1, ""description"": ""Compliance Training Workshop"", ""quantity"": 23, ""unit"": ""EA"", ""unit_price"": 466.44, ""line_total"": 10728.12}, {""line_id"": 2, ""description"": ""Annual Financial Audit"", ""quantity"": 97, ""unit"": ""EA"", ""unit_price"": 1967.88, ""line_total"": 190884.36}]",NO687527871MVA,DE710496381,PAY-897974-00332,2024-08-25,{}
INV-TST-00333,nlcius,FR,DE-9892,LEFE-3345,2024-07-08,EUR,7482.81,0.21,1571.39,9054.2,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""PCB Assembly 4-Layer"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Heat Sink Aluminum 40x40x20"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""LCD Display Module 7-inch"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""EMI Shielding Gasket 100mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Connector USB-C Female PCB"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Thermal Paste Arctic MX-6 4g"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""PCB Assembly 4-Layer"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""PCB Assembly 4-Layer"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""9"", ""item_details"": {""description"": ""EMI Shielding Gasket 100mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""10"", ""item_details"": {""description"": ""Thermal Paste Arctic MX-6 4g"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""11"", ""item_details"": {""description"": ""Power Supply Module 24V/10A"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""12"", ""item_details"": {""description"": ""EMI Shielding Gasket 100mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""13"", ""item_details"": {""description"": ""EMI Shielding Gasket 100mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""14"", ""item_details"": {""description"": ""Thermal Paste Arctic MX-6 4g"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""15"", ""item_details"": {""description"": ""Connector USB-C Female PCB"", ""price"": 0, ""qty"": 1}}}]}",NL366656420B72,FRSB415748461,PAY-130526-00333,2024-07-14,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00334,zugferd,BE,STEI-9640,CLAE-5882,2024-04-25,EUR,22568.28,0.2,4513.66,27081.94,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Welding Wire 1.2mm 15kg"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""CNC Machining Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Steel Sheet 2mm 1000x2000mm"", ""price"": 0, ""qty"": 1}}}]}",ATU29492943,BE0622695884,PAY-769905-00334,2024-05-04,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00335,facturx,BE,LEFE-5713,JANS-6186,2025-09-04,EUR,25672.55,0.055,1411.99,27084.54,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Assembly Group 1"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Whiteboard Magnetic 120x90cm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Assembly Group 3"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""LED Desk Lamp Adjustable"", ""price"": 0, ""qty"": 1}}}]}",FRVY273472496,BE0554930645,PAY-972831-00335,2025-09-21,"{""tax_amount"": 1411.99, ""total_amount"": 27084.54, ""subtotal"": 25672.55, ""currency"": ""EUR"", ""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00336,peppol_bis_3,DE,CONT-9125,SCHM-4049,2025-03-07,EUR,116883.48,0.04,4675.34,121558.82,"[{""line_id"": 1, ""description"": ""Software License Enterprise Annual"", ""quantity"": 32, ""unit"": ""EA"", ""unit_price"": 2159.58, ""line_total"": 69106.56}, {""line_id"": 2, ""description"": ""Cloud Hosting Monthly"", ""quantity"": 87, ""unit"": ""EA"", ""unit_price"": 549.16, ""line_total"": 47776.92}]",IT73052096749,DE199123527,PAY-960136-00336,2025-04-06,{}
INV-TST-00337,nlcius,DE,BAKK-8927,KRÜG-9506,2025-03-13,EUR,364.08,0.09,32.77,396.85,"[{""line_id"": 1, ""description"": ""A4 Paper Premium 80gsm 500-Sheet"", ""quantity"": 23, ""unit"": ""EA"", ""unit_price"": 5.29, ""line_total"": 121.67}, {""line_id"": 2, ""description"": ""Filing Cabinet 4-Drawer Steel"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 242.41, ""line_total"": 242.41}]",NL503109029B18,MISSING,PAY-222853-00337,2025-04-08,"{""buyer_vat"": ""MISSING""}"
INV-TST-00338,facturx,DE,BERN-9529,FISC-2407,2025-01-10,EUR,21442.0,0.055,1179.31,22621.31,"[{""line_id"": 1, ""description"": ""Cloud Hosting Monthly"", ""quantity"": 25, ""unit"": ""EA"", ""unit_price"": 552.76, ""line_total"": 13819.0}, {""line_id"": 2, ""description"": ""CAT6A Cable 305m Box"", ""quantity"": 35, ""unit"": ""EA"", ""unit_price"": 217.8, ""line_total"": 7623.0}]",FRXP036350809,DE715104620,PAY-334857-00338,2025-01-23,{}
INV-TST-00339,zugferd,NL,SCHN-9932,SMIT-7089,2024-01-03,EUR,203460.56,0.07,14242.24,217702.8,"[{""line_id"": 1, ""description"": ""Data Migration Service"", ""quantity"": 70, ""unit"": ""HUR"", ""unit_price"": 287.0, ""line_total"": 20090.0}, {""line_id"": 2, ""description"": ""Assembly Group 2"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 67239.65, ""line_total"": 67239.65, ""sub_items"": [{""line_id"": ""2.1"", ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 26, ""unit"": ""EA"", ""unit_price"": 1000.98, ""line_total"": 26025.48}, {""line_id"": ""2.2"", ""description"": ""Data Migration Service"", ""quantity"": 47, ""unit"": ""HUR"", ""unit_price"": 310.97, ""line_total"": 14615.59}, {""line_id"": ""2.3"", ""description"": ""Data Migration Service"", ""quantity"": 35, ""unit"": ""HUR"", ""unit_price"": 303.42, ""line_total"": 10619.7}, {""line_id"": ""2.4"", ""description"": ""Cloud Hosting Monthly"", ""quantity"": 32, ""unit"": ""EA"", ""unit_price"": 499.34, ""line_total"": 15978.88}]}, {""line_id"": 3, ""description"": ""Cloud Hosting Monthly"", ""quantity"": 77, ""unit"": ""EA"", ""unit_price"": 465.37, ""line_total"": 35833.49}, {""line_id"": 4, ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 46, ""unit"": ""EA"", ""unit_price"": 1311.5, ""line_total"": 60329.0}, {""line_id"": 5, ""description"": ""SSD 1TB NVMe Enterprise"", ""quantity"": 94, ""unit"": ""EA"", ""unit_price"": 212.43, ""line_total"": 19968.42}]",DE871549978,NL928500388B92,PAY-914642-00339,2024-01-16,{}
INV-TST-00340,facturx,DE,MORE-3419,HOFF-6402,2025-12-16,EUR,159.94,0.2,31.99,191.93,"[{""line_id"": 1, ""description"": ""SSD 1TB NVMe Enterprise"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 159.94, ""line_total"": 159.94}]",FRW2638888781,DE511830209,PAY-566162-00340,2026-01-03,{}
INV-TST-00341,nlcius,DE,BAKK-4129,BAUE-5601,2025-06-26,EUR,9804.6,0.21,2058.97,11863.57,"[{""line_id"": 1, ""description"": ""EMI Shielding Gasket 100mm"", ""quantity"": 72, ""unit"": ""EA"", ""unit_price"": 7.79, ""line_total"": 560.88}, {""line_id"": 2, ""description"": ""Power Supply Module 24V/10A"", ""quantity"": 51, ""unit"": ""EA"", ""unit_price"": 66.04, ""line_total"": 3368.04}, {""line_id"": 3, ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 92, ""unit"": ""EA"", ""unit_price"": 4.08, ""line_total"": 375.36}, {""line_id"": 4, ""description"": ""LCD Display Module 7-inch"", ""quantity"": 91, ""unit"": ""EA"", ""unit_price"": 46.56, ""line_total"": 4236.96}, {""line_id"": 5, ""description"": ""PCB Assembly 4-Layer"", ""quantity"": 31, ""unit"": ""EA"", ""unit_price"": 7.06, ""line_total"": 218.86}, {""line_id"": 6, ""description"": ""Connector USB-C Female PCB"", ""quantity"": 36, ""unit"": ""EA"", ""unit_price"": 1.35, ""line_total"": 48.6}, {""line_id"": 7, ""description"": ""Microcontroller STM32F407"", ""quantity"": 78, ""unit"": ""EA"", ""unit_price"": 12.12, ""line_total"": 945.36}, {""line_id"": 8, ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 14, ""unit"": ""EA"", ""unit_price"": 3.61, ""line_total"": 50.54}]",NL832597055B03,DE906602199,PAY-267056-00341,2025-07-06,{}
INV-TST-00342,peppol_bis_3,DE,GRUB-1611,,2025-02-04,EUR,214605.83,0.13,27898.76,242504.59,"[{""line_id"": 1, ""description"": ""Assembly Group 1"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 154388.54, ""line_total"": 154388.54, ""sub_items"": [{""line_id"": ""1.1"", ""description"": ""CAT6A Cable 305m Box"", ""quantity"": 33, ""unit"": ""EA"", ""unit_price"": 225.73, ""line_total"": 7449.09}, {""line_id"": ""1.2"", ""description"": ""Cybersecurity Audit"", ""quantity"": 47, ""unit"": ""EA"", ""unit_price"": 3235.3, ""line_total"": 152059.1}, {""line_id"": ""1.3"", ""description"": ""Software License Enterprise Annual"", ""quantity"": 27, ""unit"": ""EA"", ""unit_price"": 2634.81, ""line_total"": 71139.87}, {""line_id"": ""1.4"", ""description"": ""Network Switch 48-Port PoE+"", ""quantity"": 12, ""unit"": ""EA"", ""unit_price"": 798.21, ""line_total"": 9578.52}]}, {""line_id"": 2, ""description"": ""Assembly Group 2"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 8236.03, ""line_total"": 8236.03, ""sub_items"": [{""line_id"": ""2.1"", ""description"": ""IT Consultation"", ""quantity"": 49, ""unit"": ""HUR"", ""unit_price"": 156.24, ""line_total"": 7655.76}, {""line_id"": ""2.2"", ""description"": ""CAT6A Cable 305m Box"", ""quantity"": 29, ""unit"": ""EA"", ""unit_price"": 177.91, ""line_total"": 5159.39}]}, {""line_id"": 3, ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 66, ""unit"": ""EA"", ""unit_price"": 701.64, ""line_total"": 46308.24}, {""line_id"": 4, ""description"": ""CAT6A Cable 305m Box"", ""quantity"": 38, ""unit"": ""EA"", ""unit_price"": 149.29, ""line_total"": 5673.02}]",ATU77869560,DE898833391,PAY-230297-00342,2025-02-06,{}
INV-TST-00343,peppol_bis_3,SG,GRUB-7596,TEMA-8577,2024-09-27,SGD,108390.38,0.2,21678.08,130068.46,"[{""line_id"": 1, ""description"": ""Annual Financial Audit"", ""quantity"": 57, ""unit"": ""EA"", ""unit_price"": 819.31, ""line_total"": 46700.67}, {""line_id"": 2, ""description"": ""Compliance Training Workshop"", ""quantity"": 63, ""unit"": ""EA"", ""unit_price"": 200.42, ""line_total"": 12626.46}, {""line_id"": 3, ""description"": ""Tax Advisory Session"", ""quantity"": 95, ""unit"": ""HUR"", ""unit_price"": 21.74, ""line_total"": 2065.3}, {""line_id"": 4, ""description"": ""Assembly Group 4"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 3727.87, ""line_total"": 3727.87, ""sub_items"": [{""line_id"": ""4.1"", ""description"": ""Legal Consultation"", ""quantity"": 7, ""unit"": ""HUR"", ""unit_price"": 354.94, ""line_total"": 2484.58}, {""line_id"": ""4.2"", ""description"": ""Patent Filing Service"", ""quantity"": 10, ""unit"": ""EA"", ""unit_price"": 3570.16, ""line_total"": 35701.6}]}, {""line_id"": 5, ""description"": ""Compliance Training Workshop"", ""quantity"": 90, ""unit"": ""EA"", ""unit_price"": 200.13, ""line_total"": 18011.7}, {""line_id"": 6, ""description"": ""Compliance Training Workshop"", ""quantity"": 55, ""unit"": ""EA"", ""unit_price"": 167.82, ""line_total"": 9230.1}, {""line_id"": 7, ""description"": ""Compliance Training Workshop"", ""quantity"": 81, ""unit"": ""EA"", ""unit_price"": 197.88, ""line_total"": 16028.28}]",ATU49820361,MISSING,PAY-551607-00343,,"{""buyer_vat"": ""MISSING""}"
INV-TST-00344,zugferd,BE,BAUE-9136,CLAE-6048,2024-02-19,EUR,237105.84,0.07,16597.41,253703.25,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Tax Advisory Session"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Assembly Group 2"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Market Research Report"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Assembly Group 4"", ""price"": 0, ""qty"": 1}}}]}",DE008946624,BE0406702940,PAY-770631-00344,2024-03-10,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
